crawl_timestamp,uniq_id,page_url,product_name,price
2024-08-17 21:09:24,b7ce7649c75af6ac81564063b3ecc47e,https://www.mouthshut.com/air-coolers/usha-100-l-desert-air-cooler-striker-reviews-926132216,Usha 100 L Desert Air Cooler STRIKER,"16,240"
2024-08-17 21:09:24,c80192544cbb228c64b69ec2f7f925a0,https://www.mouthshut.com/air-coolers/symphony-air-coolers-reviews-925704380,Symphony Air Coolers,
2024-08-17 21:09:24,c96f61513289e1e2f045f1acd2e3cab4,https://www.mouthshut.com/air-coolers/symphony-70-l-desert-air-cooler-siesta-70xl-g-reviews-926132206,Symphony 70 L Desert Air Cooler Siesta 70XL - G,"12,999"
2024-08-17 21:09:25,cdc68096a954ba5ff5989a6f46881bf2,https://www.mouthshut.com/air-coolers/ram-coolers-uno-270-room-cooler-reviews-925789665,Ram Coolers Uno 270 Room Cooler,"10,200"
2024-08-17 21:09:25,d45a2869eefe0dbee265fd692f07cd5c,https://www.mouthshut.com/air-coolers/symphony-70-l-tower-air-cooler-storm70xl-g-reviews-926132210,Symphony 70 L Tower Air Cooler STORM70XL-G,"14,499"
2024-08-17 21:09:25,d512933f608357ada2beba7fdcf4d419,https://www.mouthshut.com/air-coolers/symphony-70-l-desert-air-cooler-sumo-70-g-reviews-926132208,Symphony 70 L Desert Air Cooler Sumo 70 - G,"13,999"
2024-08-17 21:09:25,d635a9d7f47659a56ce0c0c2127fb81e,https://www.mouthshut.com/air-coolers/symphony-45-l-desert-air-cooler-reviews-926132199,Symphony 45 L Desert Air Cooler,"11,999"
2024-08-17 21:09:25,e77c9a1cf80988830a87a8ae642e6ddd,https://www.mouthshut.com/air-coolers/usha-35-l-tower-air-cooler-aerostyle-35ast1-reviews-926132220,Usha 35 L Tower Air Cooler AEROSTYLE 35AST1,"12,090"
2024-08-17 21:09:25,eb2ef66c064b65386f26c938c37e9095,https://www.mouthshut.com/air-coolers/symphony-95-l-tower-air-cooler-storm-c-100xl-reviews-926132215,Symphony 95 L Tower Air Cooler Storm C 100XL,"16,499"
2024-08-17 21:09:26,f56354f3acffaa36272d56239da39577,https://www.mouthshut.com/air-coolers/symphony-70-l-desert-air-cooler-with-honeycomb-pads-i-p-storm-70xl-g-reviews-926132209,"Symphony 70 L Desert Air Cooler With Honeycomb Pads,I-P... Storm 70XL - G","14,499"
2024-08-17 21:09:26,f637ec8e70a98a432e57caa545530f46,https://www.mouthshut.com/air-coolers/havells-51l-desert-air-cooler-reviews-926045240,Havells 51L Desert Air Cooler,"12,990"
2024-08-17 21:09:26,fd570660b235da5dc928e35afb902d51,https://www.mouthshut.com/air-coolers/symphony-70-l-desert-air-cooler-siesta70xl-reviews-926132207,Symphony 70 L Desert Air Cooler Siesta70xl,"13,499"
